variant,load_multiplier,seed,total_timesteps,mean_reward,std_reward,crash_rate,training_time_minutes,timestamp
hca2c_wide,3.0,44,500000,79135.39922608124,1329.0674386291437,0.0,49.304498767852785,2026-01-28T15:03:59.976040
