Wall time,Step,Value
1759033167.30615,50000,2992.94775390625
1759035183.5831199,100000,2449.040283203125
1759037233.8814662,150000,3581.564208984375
1759039117.531958,200000,3928.482177734375
1759040931.83475,250000,4042.957275390625
1759042777.632503,300000,4171.9873046875
1759044547.02623,350000,4196.353515625
1759045978.879355,400000,3971.4609375
1759047388.915544,450000,4233.71142578125
1759048736.565814,500000,4196.369140625
