Wall time,Step,Value
1759284070.4943948,390,358.6331481933594
1759284070.5081348,485,108.20170593261719
1759284070.514994,534,148.26156616210938
1759284070.533891,662,218.54808044433594
1759284070.575903,957,241.0120086669922
1759284070.579103,981,239.89028930664062
1759284070.5807948,993,251.1885986328125
1759284070.581331,997,195.02049255371094
1759284070.587764,1041,221.38427734375
1759284070.604379,1159,194.50506591796875
1759284070.6098611,1197,231.67300415039062
1759284070.610738,1204,232.01535034179688
1759284070.61099,1205,230.2212371826172
1759284070.643351,1427,277.5201721191406
1759284070.65495,1510,116.94420623779297
1759284070.6552022,1511,115.1321792602539
1759284070.656014,1517,104.66571044921875
1759284070.660575,1549,143.1033172607422
1759284070.675433,1652,195.37806701660156
1759284070.698548,1814,252.8084716796875
1759284070.719002,1954,218.3575439453125
1759284070.7341151,2062,143.28848266601562
1759284070.73843,2092,140.0677490234375
1759284070.741965,2117,125.94412994384766
1759284070.7757308,2346,356.1549377441406
1759284070.786816,2425,286.5791015625
1759284070.816061,2626,271.4236145019531
1759284070.82392,2678,265.89874267578125
1759284070.824575,2683,235.80242919921875
1759284070.8403368,2793,123.28067016601562
1759284070.845357,2828,142.94500732421875
1759284070.848139,2847,169.21763610839844
1759284070.871514,3003,229.56716918945312
1759284070.8802161,3065,230.56396484375
1759284070.886564,3109,135.1359405517578
1759284070.887103,3113,132.2406768798828
1759284070.8974879,3188,71.46134948730469
1759284070.903392,3228,119.84375762939453
1759284070.9066439,3251,114.7596435546875
1759284070.918903,3334,170.63340759277344
1759284070.922851,3360,151.23597717285156
1759284070.9376168,3460,197.81898498535156
1759284070.941777,3489,213.3896942138672
1759284070.9490612,3538,257.4198303222656
1759284070.962516,3630,255.41778564453125
1759284070.9628868,3632,245.5048370361328
1759284070.9787982,3744,207.80404663085938
1759284071.014889,3985,377.4072265625
1759284071.016953,3999,363.2402038574219
1759284071.022701,4037,385.721923828125
1759284071.0363772,4129,425.0566101074219
1759284071.067532,4341,232.23069763183594
1759284071.075899,4400,111.94332885742188
1759284071.0838609,4457,103.12173461914062
1759284071.088974,4494,116.92533874511719
1759284071.1177979,4689,199.015869140625
1759284071.130128,4773,272.7449645996094
1759284071.15553,4940,286.55120849609375
1759284071.160495,4972,273.3013000488281
1759284071.1755688,5075,334.4381408691406
1759284071.180143,5108,151.83895874023438
1759284071.180769,5111,144.0502471923828
1759284071.1861582,5147,68.38121032714844
1759284071.207892,5299,80.4977798461914
1759284071.2295198,5443,235.8992156982422
1759284071.231773,5459,235.993896484375
1759284071.2428281,5535,198.71124267578125
1759284071.2575512,5635,233.32923889160156
1759284071.263751,5677,265.1756591796875
1759284071.264863,5684,216.91293334960938
1759284071.284294,5822,160.03233337402344
1759284071.285287,5830,167.1962890625
1759284071.297581,5914,133.87669372558594
1759284071.30074,5936,157.03591918945312
1759284071.301933,5945,155.49429321289062
1759284071.309275,5997,176.56787109375
1759284071.335059,6174,227.45616149902344
1759284071.3464088,6252,154.59019470214844
1759284071.4000618,6619,294.683837890625
1759284071.4183471,6743,337.7533874511719
1759284071.44334,6910,377.32464599609375
