Wall time,Step,Value
1759031755.068047,131,161.55934143066406
1759031755.399869,315,187.19168090820312
1759031755.739902,493,195.41070556640625
1759031755.9943051,648,191.1280059814453
1759031756.173913,884,209.89303588867188
1759031768.75937,1342,287.9217834472656
1759031799.1235762,2196,484.6580810546875
1759031824.016531,2869,586.7951049804688
1759031832.168671,3097,566.3253173828125
1759031866.934411,4146,683.42822265625
1759031867.377876,4159,665.9661254882812
1759031867.748975,4174,644.91015625
1759031893.637376,4940,709.89111328125
1759031897.896686,5061,704.3533935546875
1759031926.169136,5899,754.6428833007812
1759031992.3441238,7775,946.3538208007812
1759032020.128306,8549,878.1593017578125
1759032047.322946,9387,897.103515625
1759032092.672404,10690,1070.54931640625
1759032116.3147771,11392,1010.031494140625
1759032174.100131,12920,1291.42626953125
1759032231.177543,14600,1539.239501953125
1759032298.4275699,16600,1768.2967529296875
1759032358.748034,18209,2026.818603515625
1759032426.581255,20058,2257.639404296875
1759032501.837465,22058,2325.4990234375
1759032589.1408262,24058,2577.233642578125
1759032646.6840582,25593,2672.91015625
1759032724.889338,27593,2779.67724609375
1759032804.560443,29593,2946.580078125
1759032838.109171,30429,2742.736328125
1759032875.082678,31379,2673.955810546875
1759032954.719161,33379,2764.765869140625
1759033021.831636,35189,2777.252685546875
1759033097.2528079,37096,2775.990966796875
1759033168.7573,38956,2748.2470703125
1759033219.6877599,40298,2617.6845703125
1759033267.346084,41487,2548.67626953125
1759033333.165112,43149,2486.431396484375
1759033409.6840692,45066,2494.709716796875
1759033488.257121,47066,2717.197998046875
1759033566.762387,49066,2865.987548828125
1759033593.18719,49742,2570.236328125
1759033646.431781,51092,2524.346923828125
1759033722.355907,53092,2596.145751953125
1759033795.7426612,55092,2673.979248046875
1759033865.547513,57015,2818.75830078125
1759033927.067412,58818,2978.685546875
1759033957.8651578,59720,2883.90283203125
1759034027.7816691,61720,2973.416015625
1759034097.206184,63720,3049.937255859375
1759034154.5106828,65416,3022.8154296875
1759034206.98083,66955,3175.830810546875
1759034270.654361,68785,3269.584716796875
1759034338.9802449,70785,3261.84228515625
1759034405.054029,72732,3251.247314453125
1759034472.698838,74732,3263.4375
1759034537.6592908,76652,3282.58154296875
1759034591.616721,78260,3416.979736328125
1759034652.0347168,80102,3407.96435546875
1759034712.293392,81870,3407.342529296875
1759034779.721417,83870,3471.04541015625
1759034842.536145,85760,3490.52587890625
1759034900.802732,87506,3428.648681640625
1759034968.287599,89506,3350.71826171875
1759035035.564898,91506,3320.212646484375
1759035090.709026,93150,3244.713134765625
1759035159.4355578,95150,3311.157470703125
1759035227.4895658,97150,3434.152099609375
1759035295.225504,99150,3474.7021484375
1759035354.768548,100953,3456.47607421875
1759035411.6531122,102559,3405.813720703125
1759035483.476247,104559,3504.474365234375
1759035554.226948,106559,3635.04931640625
1759035627.921102,108559,3741.9541015625
1759035694.240334,110447,3786.51123046875
1759035757.875019,112328,3872.060791015625
1759035824.471193,114239,3824.627685546875
1759035900.361221,116239,3815.0625
1759035960.9302132,118054,3769.231689453125
1759036017.681204,119542,3720.691650390625
1759036072.5951161,121156,3734.97509765625
1759036137.193389,123156,3741.433837890625
1759036200.499945,125156,3755.67919921875
1759036263.850028,127156,3767.6640625
1759036340.924484,129156,3814.814453125
1759036415.610595,131156,3835.676025390625
1759036480.354455,132961,3818.65478515625
1759036552.3439329,134961,3788.9794921875
1759036623.478123,136961,3765.75537109375
1759036688.903876,138961,3801.97705078125
1759036756.124683,140838,3811.44970703125
1759036828.305428,142838,3847.024169921875
1759036898.646094,144838,3854.2978515625
1759036978.376329,146838,3860.5810546875
1759037051.94892,148838,3858.085205078125
1759037123.0631979,150838,3875.891357421875
1759037198.771917,152838,3929.915283203125
1759037267.9166,154838,3962.4375
1759037334.874673,156731,4005.888671875
1759037391.485358,158305,3981.472412109375
1759037399.384599,158514,3682.50634765625
1759037399.8382888,158524,3258.87939453125
1759037400.344018,158534,2836.833984375
1759037400.678706,158544,2416.84326171875
1759037401.042901,158554,1991.083251953125
1759037451.363592,159973,1851.722412109375
1759037508.054213,161711,1794.0318603515625
1759037561.5235178,163150,1656.5623779296875
1759037620.868612,164983,1546.1923828125
1759037694.216893,166983,1577.403076171875
1759037763.8635871,168983,1951.222412109375
1759037829.632137,170983,2358.38671875
1759037900.10849,172983,2745.73681640625
1759037975.587275,174983,3114.12841796875
1759038041.8330948,176983,3476.177734375
1759038108.884244,178983,3561.91162109375
1759038175.099461,180872,3573.314697265625
1759038243.09362,182872,3711.46875
1759038304.210851,184673,3807.171630859375
1759038317.8312771,185081,3536.610595703125
1759038318.167775,185091,3123.07763671875
1759038318.4861891,185101,2715.455810546875
1759038318.814122,185111,2327.649169921875
1759038319.1456409,185121,1958.5994873046875
1759038319.4256582,185131,1595.3189697265625
1759038319.7356029,185141,1222.770751953125
1759038320.1018429,185151,857.2034301757812
1759038320.468768,185161,441.12738037109375
1759038320.8035798,185171,70.96955108642578
1759038321.1677911,185181,-10.828526496887207
1759038321.4660969,185191,-11.08572769165039
1759038321.810613,185201,-11.638689041137695
1759038322.192495,185211,-11.56849193572998
1759038322.5761511,185221,-11.152112007141113
1759038322.931328,185231,-9.73367977142334
1759038323.322572,185241,-9.356922149658203
1759038323.700684,185251,-8.490852355957031
1759038352.500227,186057,158.28050231933594
1759038422.699157,188057,570.8748168945312
1759038485.2656739,190057,987.515380859375
1759038543.393654,192057,1413.7845458984375
1759038606.696558,194057,1836.276611328125
1759038668.852013,196057,2263.204833984375
1759038730.300066,198057,2684.202392578125
1759038789.14675,200057,3105.658447265625
1759038847.087504,202057,3538.338134765625
1759038903.545869,204057,3956.338623046875
1759038964.66531,206057,4201.52880859375
1759039026.994857,208057,4215.1982421875
1759039084.583307,210057,4219.07861328125
1759039143.145735,212057,4192.1298828125
1759039196.46629,213866,4122.63525390625
1759039259.3244538,215866,4113.734375
1759039324.599385,217866,4105.36328125
1759039399.014761,219866,4100.6513671875
1759039456.319693,221866,4093.640869140625
1759039504.711484,223557,4025.39404296875
1759039561.9232728,225398,3985.739990234375
1759039627.55092,227398,3972.443359375
1759039691.8854132,229398,3969.082275390625
1759039753.172811,231398,3994.5126953125
1759039816.238163,233398,4070.0126953125
1759039873.344791,235305,4042.380615234375
1759039937.2648509,237298,4040.9990234375
1759039996.158274,239130,4007.632080078125
1759040058.813948,241104,3994.096435546875
1759040119.7202728,243104,4062.135498046875
1759040183.304033,245104,4119.79052734375
1759040245.6562781,247104,4131.7607421875
1759040308.7744691,249075,4129.3310546875
1759040370.35101,251075,4108.4345703125
1759040428.557227,253075,4105.1689453125
1759040492.290539,255075,4127.787109375
1759040556.2975192,257015,4117.0869140625
1759040619.6413288,259015,4151.70458984375
1759040691.355998,261015,4150.70654296875
1759040759.222667,263015,4161.10791015625
1759040825.936244,265015,4144.97021484375
1759040902.7138371,267015,4138.11669921875
1759040970.8517601,268948,4116.9365234375
1759041040.0582862,270948,4134.8544921875
1759041106.5551171,272948,4138.83203125
1759041172.367878,274948,4155.59130859375
1759041235.827818,276948,4179.58740234375
1759041300.199751,278948,4185.6513671875
1759041360.345388,280948,4195.28564453125
1759041418.62257,282847,4161.068359375
1759041483.744972,284847,4176.4130859375
1759041549.305451,286847,4172.939453125
1759041611.432229,288633,4158.17919921875
1759041679.205694,290628,4149.0712890625
1759041739.491528,292544,4107.23828125
1759041805.629465,294526,4090.128662109375
1759041875.739464,296526,4073.54345703125
1759041936.664191,298380,4035.602294921875
1759042004.188258,300380,4020.33154296875
1759042073.7522292,302380,4039.4658203125
1759042137.342259,304380,4018.2216796875
1759042203.09285,306380,4010.537109375
1759042264.4058292,308380,4043.84423828125
1759042330.168107,310380,4044.869140625
1759042399.6878788,312380,4067.80078125
1759042460.568794,314297,4058.7685546875
1759042530.559584,316297,4067.917724609375
1759042597.2272792,318297,4106.2255859375
1759042660.159144,320297,4124.18017578125
1759042721.65756,322297,4150.9736328125
1759042786.338419,324297,4166.58642578125
1759042857.3897989,326297,4185.74462890625
1759042922.9758458,328297,4196.9609375
1759042991.7020988,330297,4214.7861328125
1759043068.9427588,332297,4231.419921875
1759043134.341132,334297,4267.87744140625
1759043198.7162821,336297,4285.73291015625
1759043267.461951,338297,4292.654296875
1759043336.693883,340297,4294.25341796875
1759043409.886227,342297,4283.03076171875
1759043485.675485,344297,4283.26220703125
1759043551.4742908,346297,4285.2470703125
1759043626.848651,348297,4291.12646484375
1759043689.190397,350297,4277.5615234375
1759043747.450468,352297,4274.40283203125
1759043812.012761,354297,4262.86279296875
1759043871.338788,356297,4249.15625
1759043931.135923,358297,4250.61083984375
1759043987.826968,360273,4238.85498046875
1759044045.845631,362273,4237.1435546875
1759044105.189416,364273,4240.81884765625
1759044163.3915699,366273,4234.76904296875
1759044216.986324,368143,4199.47216796875
1759044274.4963672,370143,4197.51708984375
1759044331.813768,372121,4193.46337890625
1759044383.98308,374121,4183.3349609375
1759044439.766643,376121,4176.44970703125
1759044496.117148,378121,4153.8798828125
1759044551.407735,380121,4160.47021484375
1759044603.499342,382121,4148.81298828125
1759044658.668545,384121,4134.68505859375
1759044711.107886,386121,4132.41455078125
1759044763.761444,388121,4172.84423828125
1759044812.8514712,390005,4160.95361328125
1759044863.9461272,391974,4159.673828125
