family,algorithm,shape,total_capacity,layer_capacities,load_multiplier,seed,mean_reward,std_reward,mean_length,crash_rate
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",3.0,42,247614.89869916436,1361.1723751909524,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",3.0,43,247369.75819562108,1354.843045696132,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",3.0,44,574800.4041892258,1414.9727883587243,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",3.0,45,247537.00855152518,1361.4158965316155,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",3.0,46,247334.4869916217,1376.3261340602005,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",3.0,42,247590.04363593858,1289.5922338238934,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",3.0,43,247656.74074867938,1270.821990745298,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",3.0,44,247388.90093063607,1255.2809076975464,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",3.0,45,247623.05802353143,1320.753983893975,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",3.0,46,247519.386921881,1310.609176380952,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",4.0,42,301229.2446981871,1344.376882208221,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",4.0,43,301165.26199076907,1349.2321030277972,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",4.0,44,437448.49339511513,1653.096554660812,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",4.0,45,301334.54618505214,1295.980196664582,10000.0,0.0
RL,A2C,uniform,10,"[2, 2, 2, 2, 2]",4.0,46,301273.56829315086,1339.9085436921598,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",4.0,42,301393.5081848874,1374.812195076068,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",4.0,43,301329.26381416986,1363.7392012472314,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",4.0,44,301413.9266305603,1304.6857466442593,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",4.0,45,301457.61364200147,1309.4648233185114,10000.0,0.0
RL,PPO,uniform,10,"[2, 2, 2, 2, 2]",4.0,46,301292.81013483467,1463.9980288399427,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",3.0,42,595518.919229338,2359.015397296407,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",3.0,43,594531.2618863429,2001.6621036275167,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",3.0,44,595360.3000792195,2202.1213368137956,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",3.0,45,594774.1430299815,2031.8663403968974,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",3.0,46,595614.0773507725,2225.510165985714,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",3.0,42,594874.6744812861,2102.111411080675,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",3.0,43,595237.2177963016,2014.9750964173097,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",3.0,44,594787.0940137728,2022.2174537608494,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",3.0,45,594770.4878433638,2033.2999749203516,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",3.0,46,594686.5050560432,2140.8230562097956,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",4.0,42,759869.1699235281,2007.9112729286335,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",4.0,43,758695.2818829985,2185.8136866626287,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",4.0,44,761961.316027919,2223.2121898996807,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",4.0,45,758575.7371047171,2195.8064507359786,10000.0,0.0
RL,A2C,uniform,30,"[6, 6, 6, 6, 6]",4.0,46,763144.0773456948,2148.035350304456,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",4.0,42,758592.4031425338,2251.236235616974,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",4.0,43,760434.3614611514,2412.438913398542,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",4.0,44,758546.4883773254,2222.227357145515,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",4.0,45,758575.7374302746,2195.8063994559507,10000.0,0.0
RL,PPO,uniform,30,"[6, 6, 6, 6, 6]",4.0,46,760909.0260267793,2353.273731884136,10000.0,0.0
