shape,algorithm,n,mean_reward_mean,mean_reward_std,crash_rate_mean,mean_len_mean,max_load_mean
inverted_pyramid,A2C,30,723337.4972420876,1078.7055631527323,0.0,10000.0,0.862500011920929
inverted_pyramid,PPO,30,722568.3010446404,360.2834066780857,0.0,10000.0,0.8625067093278408
normal_pyramid,A2C,30,661165.411075481,1750.6466161515605,0.0,10000.0,0.862500011920929
normal_pyramid,PPO,30,659197.8904811178,403.6559294176515,0.0,10000.0,0.8626930703819354
