load,capacity,inverted_mean,reverse_mean,advantage_pct,t_stat,p_value,cohens_d
3.0,10,278566.0265965431,254027.8136232988,9.659656012956253,0.6179192790564171,0.5443681843387693,0.2763419025155622
3.0,30,594769.9453081109,579949.3668411849,2.5554952404982134,75.46929373949655,5.677352691391733e-24,33.750894203082716
7.0,10,447792.8734906638,387494.99055176653,15.560945150035929,676.5160682757254,4.1742211226460635e-41,302.5471833070822
7.0,30,81814.8529997701,87605.59230115908,-6.610011015600846,-0.2619881395993861,0.7963052125736295,-0.11716465788858636
10.0,10,568879.0940220306,475434.24723069,19.654630968559434,922.6316969953149,1.5672503991709982e-43,412.6134385355026
10.0,30,16.789963030296178,11.501061869347039,45.98619867479603,13.332052118077435,9.105655824556317e-11,5.96227496311824
