shape,algorithm,seed,mean_reward,std_reward,crash_rate,mean_episode_length,mean_max_load_rate,mean_lyapunov,mean_drift_l1
inverted_pyramid,PPO,65,722742.3098079877,2511.651955637962,0.0,10000.0,0.8625004290376902,4.03748,0.08255686956521736
inverted_pyramid,PPO,66,723193.6221861396,2301.4936637995356,0.0,10000.0,0.8626191596961021,3.324396,0.08112678260869564
inverted_pyramid,PPO,67,722879.0398546342,2148.7701603577507,0.0,10000.0,0.8625036375778914,4.028178,0.08273808695652175
inverted_pyramid,PPO,68,723443.4824458228,2738.7561591758786,0.0,10000.0,0.8625018186330795,3.318242,0.08117521739130432
inverted_pyramid,PPO,69,722039.5747887283,2086.3894537933165,0.0,10000.0,0.8625003827615977,3.99585,0.08249191304347828
inverted_pyramid,PPO,70,722433.5515955405,2458.2453150983742,0.0,10000.0,0.8625005716907979,4.070282,0.08273252173913041
inverted_pyramid,PPO,71,722049.6728811619,2535.5180567898174,0.0,10000.0,0.8625100846525431,4.026778,0.08259886956521738
normal_pyramid,A2C,42,663007.2966108551,1805.1023220530349,0.0,10000.0,0.862500011920929,1.553398,0.05655104347826086
normal_pyramid,A2C,43,658663.2473711163,1715.7399575696472,0.0,10000.0,0.862500011920929,1.841836,0.05728321739130432
normal_pyramid,A2C,44,658939.2563515573,1926.2329158556397,0.0,10000.0,0.862500011920929,1.824242,0.05706052173913043
normal_pyramid,A2C,45,659717.4276591159,1696.6847895409398,0.0,10000.0,0.862500011920929,1.669108,0.05694
normal_pyramid,A2C,46,658994.9989288003,1832.0006828375767,0.0,10000.0,0.862500011920929,1.822104,0.05707643478260868
normal_pyramid,A2C,47,665088.7703273604,2018.178538908753,0.0,10000.0,0.862500011920929,1.815944,0.055906782608695665
normal_pyramid,A2C,48,661308.5566504708,2003.378540073409,0.0,10000.0,0.862500011920929,1.8026,0.056653826086956516
normal_pyramid,A2C,49,664689.6973529718,2153.541540473768,0.0,10000.0,0.862500011920929,1.808688,0.05601695652173912
normal_pyramid,A2C,50,661121.1270201162,1724.4882601816607,0.0,10000.0,0.862500011920929,1.814914,0.05664686956521738
normal_pyramid,A2C,51,661024.0045392889,2213.1671094200233,0.0,10000.0,0.862500011920929,1.807756,0.05660391304347825
normal_pyramid,A2C,52,660914.62910195,2197.828967737358,0.0,10000.0,0.862500011920929,1.814084,0.056532086956521725
normal_pyramid,A2C,53,663844.7019801098,1672.176310861791,0.0,10000.0,0.862500011920929,1.572194,0.056496956521739125
normal_pyramid,A2C,54,661236.9131672737,2240.5943769757573,0.0,10000.0,0.862500011920929,1.80587,0.05658321739130433
normal_pyramid,A2C,55,659559.1400289446,2014.8480950607557,0.0,10000.0,0.862500011920929,1.831296,0.05712286956521739
normal_pyramid,A2C,56,661604.1580153657,2447.9675664499287,0.0,10000.0,0.862500011920929,1.83781,0.05648739130434782
normal_pyramid,A2C,57,661275.0268433992,1974.2857102010662,0.0,10000.0,0.862500011920929,1.80684,0.05662486956521739
normal_pyramid,A2C,58,661058.9037934915,1797.7201617824364,0.0,10000.0,0.862500011920929,1.835336,0.05657895652173913
normal_pyramid,A2C,59,659658.7732746337,1688.4612616285683,0.0,10000.0,0.862500011920929,1.829788,0.057167304347826076
normal_pyramid,A2C,60,659246.9567058348,1629.2596634627337,0.0,10000.0,0.862500011920929,1.831752,0.05712260869565217
normal_pyramid,A2C,61,661579.5446583426,2015.1887087074442,0.0,10000.0,0.862500011920929,1.807866,0.05659373913043478
normal_pyramid,A2C,62,661775.3447451949,1876.3786334427523,0.0,10000.0,0.862500011920929,1.79787,0.05656513043478261
normal_pyramid,A2C,63,661463.7198507836,2005.1510439554393,0.0,10000.0,0.862500011920929,1.811696,0.056698086956521745
normal_pyramid,A2C,64,661894.9763626029,1862.2971539822802,0.0,10000.0,0.862500011920929,1.833536,0.05654739130434782
normal_pyramid,A2C,65,659715.2683209408,2000.8252017018808,0.0,10000.0,0.862500011920929,1.67135,0.057078956521739145
normal_pyramid,A2C,66,659333.2332963812,2049.2530431837527,0.0,10000.0,0.862500011920929,1.832682,0.05716869565217392
normal_pyramid,A2C,67,661306.7834920661,1920.132624590783,0.0,10000.0,0.862500011920929,1.803964,0.05658278260869563
normal_pyramid,A2C,68,661662.4697307176,1726.8903277856389,0.0,10000.0,0.862500011920929,1.840616,0.056537043478260884
normal_pyramid,A2C,69,664899.3803025485,2100.435702675506,0.0,10000.0,0.862500011920929,1.82603,0.05600321739130433
normal_pyramid,A2C,70,660849.3274171567,2026.7173863663224,0.0,10000.0,0.862500011920929,1.80366,0.05653234782608694
normal_pyramid,A2C,71,659528.6983650381,2383.623705132713,0.0,10000.0,0.862500011920929,1.659886,0.05689356521739129
normal_pyramid,PPO,42,658923.0845389344,1794.7591498753286,0.0,10000.0,0.862500011920929,1.835806,0.057216869565217404
normal_pyramid,PPO,43,659344.2892223627,1899.9696669905666,0.0,10000.0,0.8625004273395538,1.687542,0.05697182608695651
normal_pyramid,PPO,44,659186.479833022,2086.622552425115,0.0,10000.0,0.8625000722213984,1.825662,0.057104000000000016
normal_pyramid,PPO,45,658467.7423737245,1922.1700817145743,0.0,10000.0,0.862500011920929,1.82928,0.057088000000000014
normal_pyramid,PPO,46,659025.2235072289,1814.4199665609515,0.0,10000.0,0.8625227440390587,1.823164,0.05710391304347825
normal_pyramid,PPO,47,659409.092768211,1835.4193380861684,0.0,10000.0,0.8625203105601073,1.832244,0.05716069565217391
normal_pyramid,PPO,48,659253.2134542101,2090.631818337171,0.0,10000.0,0.862500011920929,1.827818,0.057284521739130435
normal_pyramid,PPO,49,658948.6423026202,2113.4344131550156,0.0,10000.0,0.8625001820452213,1.825366,0.05719330434782608
normal_pyramid,PPO,50,659238.7869306068,1845.4363917367284,0.0,10000.0,0.862500011920929,1.842608,0.05727582608695652
normal_pyramid,PPO,51,659540.1093999508,1781.84356999035,0.0,10000.0,0.8625006944004298,1.845512,0.0573238260869565
normal_pyramid,PPO,52,658934.5942586749,1859.9376748199402,0.0,10000.0,0.8682451750627757,1.834358,0.05707530434782609
normal_pyramid,PPO,53,659641.3900794475,1709.2211129067296,0.0,10000.0,0.8625000541135073,1.833252,0.0572518260869565
normal_pyramid,PPO,54,659088.2848534435,2074.9492170471626,0.0,10000.0,0.8625000145509243,1.830432,0.05699913043478261
normal_pyramid,PPO,55,659523.7736209516,1818.6200685962076,0.0,10000.0,0.8625000784837008,1.831502,0.0571371304347826
normal_pyramid,PPO,56,658932.0179998304,2329.1606551810573,0.0,10000.0,0.862500011920929,1.834952,0.05719052173913044
normal_pyramid,PPO,57,658785.7300652221,1880.0146846368136,0.0,10000.0,0.862500011920929,1.824034,0.05703921739130435
normal_pyramid,PPO,58,659497.3408979074,2025.6626742180722,0.0,10000.0,0.862500011920929,1.82654,0.05714
normal_pyramid,PPO,59,659598.2930581146,1876.5962522521502,0.0,10000.0,0.862500011920929,1.828822,0.057132434782608696
normal_pyramid,PPO,60,659231.7638998746,1659.3001301594297,0.0,10000.0,0.8625000329421759,1.832692,0.05712460869565217
normal_pyramid,PPO,61,658966.2578244898,1830.5442147091333,0.0,10000.0,0.862500011920929,1.830268,0.05719799999999999
normal_pyramid,PPO,62,660780.4284994504,2229.325167986041,0.0,10000.0,0.862500011920929,1.824626,0.05750504347826088
normal_pyramid,PPO,63,659191.2110932599,2136.3293811687863,0.0,10000.0,0.862500410420537,1.837086,0.057234782608695654
normal_pyramid,PPO,64,658880.7014555704,2219.8930883877106,0.0,10000.0,0.862500011920929,1.840864,0.05719521739130433
normal_pyramid,PPO,65,659308.0242225096,1897.8100281140344,0.0,10000.0,0.8625000613059998,1.83436,0.057288086956521704
normal_pyramid,PPO,66,659148.9551608765,2137.1833445526386,0.0,10000.0,0.862500011920929,1.827022,0.0571368695652174
normal_pyramid,PPO,67,659318.8843475096,1708.0876011055102,0.0,10000.0,0.8625000353422165,1.834792,0.057223043478260856
normal_pyramid,PPO,68,658974.1082824589,2002.0806856584366,0.0,10000.0,0.8625002072448731,1.816964,0.05704139130434781
normal_pyramid,PPO,69,659015.0870950671,1817.8716486149256,0.0,10000.0,0.8625000860294104,1.827824,0.05707947826086955
normal_pyramid,PPO,70,658920.4354982257,1912.7029125363688,0.0,10000.0,0.862500011920929,1.830048,0.05709008695652174
normal_pyramid,PPO,71,658862.7678897766,2396.1568356781395,0.0,10000.0,0.8625013703840971,1.818328,0.05690165217391304
